FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
994,496,2018-07-13 13:00:00,-122.021649,38.236799,0,0,0,0,SIMP01,26,0,0,0,0,0,4100,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
995,511,2018-07-14 04:00:00,-122.023266,38.238166,0,0,0,0,SIMP01,26,0,0,0,0,0,3990,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
996,512,2018-07-14 12:00:00,-122.023516,38.238066,0,0,0,0,SIMP01,27,0,0,0,0,0,3990,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,18705,Sarcocornia pacifica Tidal,Association,Salicornia pacifica Association,8111301,Salicornia pacifica Association,346,25-50%,Low,<0.5m,POA1507201416,Reconnaissance,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,52.215.05,Sarcocornia pacifica (Salicornia depressa),Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA18705,19.13990021,7.745649815,4142.233419,77452.92962
997,534,2018-07-17 15:00:00,-122.023132,38.235316,0,0,0,0,SIMP01,30,0,0,0,0,0,4170,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19067,Distichlis spicata - Cotula coronopifolia,Association,Distichlis spicata - Cotula coronopifolia Association,8111207,Distichlis spicata-Cotula coronopifolia Association,153,10-25%,Medium,<0.5m,V160608E,Field Checked (post map),Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.17,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19067,2.643909931,1.069949985,920.6833419,10699.01654
998,1394,2019-04-07 02:00:00,-122.025916,38.239233,0,0,0,0,SIMP01,20,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19110,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,10-25%,Not evident,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA19110,1.055009961,0.426946014,374.261931,4269.266695
999,1159,2019-03-05 14:01:00,-122.033716,38.202866,0,0,0,0,SIMP01,30,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19295,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m, ,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19295,1.826189995,0.739031017,710.4648592,7389.835185
1000,271,2018-06-24 23:00:00,-122.0112,38.230349,0,0,0,0,SIMP01,29,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19305,Distichlis spicata - annual grasses,Association,Distichlis spicata - Annual grasses Association,8111202,Distichlis spicata-Annual grasses Association,142,50-75%,Not evident,1-2m, ,Photo interpretation,Leveed (not tidal),1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,N,41.200.13,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19305,1.88846004,0.764232993,2064.369307,7641.942998
1001,1033,2019-01-20 18:00:00,-122.039383,38.204733,0,0,0,0,SIMP01,21,0,0,0,0,0,3730,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19361,Schoenoplectus americanus / Lepidium latifolium,Association,Schoenoplectus americanus - Lepidium latifolium Association,8211104,Schoenoplectus americanus-Lepidium latifolium Association,127,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,2,Present,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,Y,52.111.03,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA19361,2.415280104,0.977427006,672.262931,9773.656114
1002,932,2018-11-02 18:00:00,-122.034633,38.2043,0,0,0,0,SIMP01,29,0,0,0,0,0,3760,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19372,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA19372,4.981719971,2.016030073,2162.74188,20159.04104
1003,1034,2019-01-21 00:01:00,-122.035033,38.2043,0,0,0,0,SIMP01,27,0,0,0,0,0,3730,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19372,"Schoenoplectus (acutus, californicus)",Alliance,"Schoenoplectus (acutus, californicus) - Typha (angustifolia, latifolia, domingensis) Mapping Unit",7111300,"Schoenoplectus (acutus, californicus)-Typha (angustifolia, latifolia, domingensis) Association",157,50-75%,Not evident,2-5m, ,Photo interpretation,Tidal,2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW, , ,N,52.128.00,"Schoenoplectus (acutus, californicus)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA19372,4.981719971,2.016030073,2162.74188,20159.04104
1004,442,2018-07-09 15:00:00,-122.024949,38.235099,0,0,0,0,SIMP01,38,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19465,Atriplex prostrata - Cotula coronopifolia,Semi-Natural Alliance,Atriplex prostrata - Cotula coronopifolia Herbaceous Semi-Natural Alliance,8112100,Atriplex prostrata Alliance,339,25-50%,Not evident,<0.5m,VEG1208081254.,Reconnaissance,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , ,52.211.00,Atriplex prostrata – Cotula coronopifolia,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA19465,4.600679874,1.861829996,945.7679264,18617.41323
1005,451,2018-07-10 00:00:00,-122.025199,38.235883,0,0,0,0,SIMP01,36,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19465,Atriplex prostrata - Cotula coronopifolia,Semi-Natural Alliance,Atriplex prostrata - Cotula coronopifolia Herbaceous Semi-Natural Alliance,8112100,Atriplex prostrata Alliance,339,25-50%,Not evident,<0.5m,VEG1208081254.,Reconnaissance,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , ,52.211.00,Atriplex prostrata – Cotula coronopifolia,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA19465,4.600679874,1.861829996,945.7679264,18617.41323
1006,1172,2019-03-09 18:00:00,-122.024866,38.235049,0,0,0,0,SIMP01,21,0,0,0,0,0,3770,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19465,Atriplex prostrata - Cotula coronopifolia,Semi-Natural Alliance,Atriplex prostrata - Cotula coronopifolia Herbaceous Semi-Natural Alliance,8112100,Atriplex prostrata Alliance,339,25-50%,Not evident,<0.5m,VEG1208081254.,Reconnaissance,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , ,52.211.00,Atriplex prostrata – Cotula coronopifolia,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA19465,4.600679874,1.861829996,945.7679264,18617.41323
1007,462,2018-07-10 18:00:00,-122.031016,38.214016,0,0,0,0,SIMP01,35,0,0,0,0,0,4140,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19605,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Phragmites australis Association",129,50-75%,Not evident,2-5m, ,Photo interpretation,Leveed (not tidal),2,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA19605,1.436179996,0.581200004,479.70835,5811.665482
1008,455,2018-07-10 04:00:00,-122.032482,38.2055,0,0,0,0,SIMP01,26,0,0,0,0,0,4050,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19614,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m, ,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19614,3.477999926,1.407500029,1080.961899,14074.08074
1009,989,2019-01-06 00:02:00,-122.031049,38.202683,0,0,0,0,SIMP01,15,0,0,0,0,0,3740,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19633,Distichlis spicata - Sarcocornia pacifica,Association,Distichlis spicata - Salicornia pacifica Association,8111205,Distichlis spicata-Salicornia pacifica Association,148,25-50%,Not evident,<0.5m, ,Photo interpretation,Tidal,2,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , ,Y,41.200.20,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA19633,1.336619973,0.540910006,461.4278209,5408.750074
1010,589,2018-07-21 14:03:00,-122.037816,38.21525,0,0,0,0,SIMP01,27,0,0,0,0,0,4160,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,19720,Atriplex prostrata - Cotula coronopifolia,Semi-Natural Alliance,Atriplex prostrata - Cotula coronopifolia Herbaceous Semi-Natural Alliance,8112100,Atriplex prostrata Alliance,339,10-25%,Low,<0.5m, ,Photo interpretation,Leveed (not tidal),1,Absent,Annual Grasses and Forbs,HG,Annual Grassland,AGS, , , ,52.211.00,Atriplex prostrata – Cotula coronopifolia,Western North American  disturbed alkaline marsh and meadow,North American Pacific Coastal Salt Marsh,SUMA19720,1.19235003,0.482526988,482.4927014,4824.993934
1011,294,2018-06-27 00:00:00,-122.027632,38.234299,0,0,0,0,SIMP01,34,0,0,0,0,0,4130,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20148,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,2-10%,High,<0.5m,much dead standing,Photo interpretation,Leveed (not tidal),1,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20148,1.295629978,0.524321973,425.1954062,5242.973319
1012,307,2018-06-27 20:00:00,-122.027649,38.234249,0,0,0,0,SIMP01,35,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20148,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,2-10%,High,<0.5m,much dead standing,Photo interpretation,Leveed (not tidal),1,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20148,1.295629978,0.524321973,425.1954062,5242.973319
1013,309,2018-06-27 22:00:00,-122.027649,38.234233,0,0,0,0,SIMP01,39,0,0,0,0,0,4150,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20148,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,2-10%,High,<0.5m,much dead standing,Photo interpretation,Leveed (not tidal),1,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20148,1.295629978,0.524321973,425.1954062,5242.973319
1014,285,2018-06-26 15:00:00,-122.025716,38.234066,0,0,0,0,SIMP01,36,0,0,0,0,0,3940,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20151,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,25-50%,Medium,2-5m,RYE1208081201,Reconnaissance,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20151,6.237100124,2.524070024,1187.39752,25239.43778
1015,359,2018-07-03 18:00:00,-122.025066,38.233783,0,0,0,0,SIMP01,43,0,0,0,0,0,4100,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20151,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,25-50%,Medium,2-5m,RYE1208081201,Reconnaissance,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20151,6.237100124,2.524070024,1187.39752,25239.43778
1016,1170,2019-03-09 00:01:00,-122.023249,38.233299,0,0,0,0,SIMP01,25,0,0,0,0,0,3770,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20151,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis) Association",123,25-50%,Medium,2-5m,RYE1208081201,Reconnaissance,Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20151,6.237100124,2.524070024,1187.39752,25239.43778
1017,318,2018-06-29 02:00:00,-122.026449,38.234599,0,0,0,0,SIMP01,26,0,0,0,0,0,4120,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20152,Naturalized warm-temperate riparian and wetland,Macrogroup,Salsola soda Mapping Unit,7132600,Salsola Soda Provisional Alliance,366,2-10%,High,<0.5m,much dead standing,Photo interpretation,Leveed (not tidal),1,Absent,Wet Meadows,HJ,Wet Meadow,WTM, , , , , ,Naturalized warm-temperate riparian and wetland,Western North America Wet Meadow and Low Shrub Carr,SUMA20152,0.843043983,0.341167986,543.5474233,3411.517608
1018,185,2018-06-19 16:00:00,-122.016283,38.230216,0,0,0,0,SIMP01,22,0,0,0,0,0,4110,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20233,"Typha (angustifolia, domingensis, latifolia)",Alliance,"Typha (angustifolia, latifolia, domingensis) Herbaceous Alliance",7111100,"Typha (angustifolia, latifolia, domingensis)-Schoenoplectus americanus Association",121,50-75%,Not evident,2-5m,V1607271322,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S5,N,52.050.00,"Typha (angustifolia, domingensis, latifolia)",Arid West freshwater emergent marsh,Western North American Freshwater Marsh,SUMA20233,9.506549835,3.847160101,2354.746352,38469.70995
1019,622,2018-09-30 02:00:00,-122.028449,38.221199,0,0,0,0,SIMP01,24,0,0,0,0,0,3900,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20274,Distichlis spicata - Schoenoplectus americanus,Provisional Association,Distichlis spicata - Schoenoplectus americanus Provisional Association,8111206,Distichlis spicata-Schoenoplectus americanus Association,149,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , , , ,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20274,1.767950058,0.715466022,710.8998816,7154.267797
1020,623,2018-09-30 03:00:00,-122.028466,38.221216,0,0,0,0,SIMP01,32,0,0,0,0,0,3900,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20274,Distichlis spicata - Schoenoplectus americanus,Provisional Association,Distichlis spicata - Schoenoplectus americanus Provisional Association,8111206,Distichlis spicata-Schoenoplectus americanus Association,149,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , , , ,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20274,1.767950058,0.715466022,710.8998816,7154.267797
1021,624,2018-09-30 04:00:00,-122.028466,38.221166,0,0,0,0,SIMP01,32,0,0,0,0,0,3900,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,20274,Distichlis spicata - Schoenoplectus americanus,Provisional Association,Distichlis spicata - Schoenoplectus americanus Provisional Association,8111206,Distichlis spicata-Schoenoplectus americanus Association,149,50-75%,Not evident,1-2m, ,Photo interpretation,Tidal,1,Absent,Pickleweed-Cordgrass,HC,Saline Emergent Wetland,SEW, , , , ,Distichlis spicata,Temperate Pacific tidal salt and brackish meadow,North American Pacific Coastal Salt Marsh,SUMA20274,1.767950058,0.715466022,710.8998816,7154.267797
